,authorID,domain,pubID,venueID,numAuthor,venue,year,type,university
60,david-chiang,nd.edu,W18-6322,W18-63,2,WS,2018,workshop,University of Notre Dame
61,chao-shen,fiu.edu,C10-1111,C10-1,2,COLING,2010,conference,Florida International University
61,chao-shen,fiu.edu,D11-1088,D11-1,2,EMNLP,2011,conference,Florida International University
61,chao-shen,fiu.edu,N13-1135,N13-1,4,NAACL,2013,conference,Florida International University
62,tao-li,fiu.edu,C10-1111,C10-1,2,COLING,2010,conference,Florida International University
62,tao-li,fiu.edu,D11-1088,D11-1,2,EMNLP,2011,conference,Florida International University
62,tao-li,utah.edu,D16-1237,D16-1,2,EMNLP,2016,conference,University of Utah
62,tao-li,utah.edu,D19-1405,D19-1,4,EMNLP,2019,conference,University of Utah
62,tao-li,fiu.edu,I17-2026,I17-2,4,IJCNLP,2017,conference,Florida International University
62,tao-li,fiu.edu,N13-1135,N13-1,4,NAACL,2013,conference,Florida International University
62,tao-li,fiu.edu,P15-1102,P15-1,4,ACL,2015,conference,Florida International University
62,tao-li,fiu.edu,P18-1234,P18-1,2,ACL,2018,conference,Florida International University
62,tao-li,utah.edu,P19-1028,P19-1,2,ACL,2019,conference,University of Utah
63,tomek-strzalkowski,albany.edu,C10-1117,C10-1,6,COLING,2010,conference,University at Albany
63,tomek-strzalkowski,albany.edu,C12-1155,C12-1,9,COLING,2012,conference,University at Albany
63,tomek-strzalkowski,albany.edu,E12-1030,E12-1,2,EACL,2012,conference,University at Albany
63,tomek-strzalkowski,albany.edu,P11-1018,P11-1,3,ACL,2011,conference,University at Albany
63,tomek-strzalkowski,albany.edu,W10-2708,W10-27,4,WS,2010,workshop,University at Albany
63,tomek-strzalkowski,albany.edu,W13-0909,W13-09,11,WS,2013,workshop,University at Albany
63,tomek-strzalkowski,albany.edu,W13-1105,W13-11,6,WS,2013,workshop,University at Albany
63,tomek-strzalkowski,albany.edu,W14-2306,W14-23,11,WS,2014,workshop,University at Albany
63,tomek-strzalkowski,albany.edu,W15-1408,W15-14,10,WS,2015,workshop,University at Albany
64,william-yang-wang,columbia.edu,C10-1129,C10-1,2,COLING,2010,conference,Columbia University
64,william-yang-wang,ucsb.edu,C18-1002,C18-1,5,COLING,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,cmu.edu,D13-1086,D13-1,3,EMNLP,2013,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,D13-1131,D13-1,3,EMNLP,2013,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,D14-1122,D14-1,4,EMNLP,2014,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,D15-1306,D15-1,2,EMNLP,2015,conference,Carnegie Mellon University
64,william-yang-wang,ucsb.edu,D17-1060,D17-1,3,EMNLP,2017,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D17-1191,D17-1,2,EMNLP,2017,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D18-1038,D18-1,7,EMNLP,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D18-1223,D18-1,5,EMNLP,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D18-1388,D18-1,4,EMNLP,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D18-1391,D18-1,4,EMNLP,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D19-1442,D19-1,2,EMNLP,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D19-1444,D19-1,3,EMNLP,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D19-1482,D19-1,5,EMNLP,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D19-1623,D19-1,4,EMNLP,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,D19-5806,D19-58,7,EMNLP,2019,workshop,"University of California, Santa Barbara"
64,william-yang-wang,cmu.edu,I11-1032,I11-1,3,IJCNLP,2011,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,N15-1064,N15-1,3,NAACL,2015,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,N16-1008,N16-1,4,NAACL,2016,conference,Carnegie Mellon University
64,william-yang-wang,ucsb.edu,N18-1113,N18-1,3,NAACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N18-1129,N18-1,2,NAACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N18-1133,N18-1,2,NAACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N18-1165,N18-1,4,NAACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N18-2019,N18-2,4,NAACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N18-2125,N18-2,3,NAACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N19-1025,N19-1,2,NAACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N19-1084,N19-1,7,NAACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N19-1086,N19-1,6,NAACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N19-1120,N19-1,3,NAACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N19-1305,N19-1,4,NAACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,N19-1352,N19-1,6,NAACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,cmu.edu,P12-1078,P12-1,4,ACL,2012,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,P14-1109,P14-1,2,ACL,2014,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,P15-1035,P15-1,2,ACL,2015,conference,Carnegie Mellon University
64,william-yang-wang,cmu.edu,P15-1047,P15-1,4,ACL,2015,conference,Carnegie Mellon University
64,william-yang-wang,ucsb.edu,P17-2067,P17-2,1,ACL,2017,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P18-1046,P18-1,3,ACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P18-1053,P18-1,5,ACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P18-1083,P18-1,4,ACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P18-1104,P18-1,2,ACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P18-1199,P18-1,3,ACL,2018,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1159,P19-1,10,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1214,P19-1,7,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1360,P19-1,5,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1375,P19-1,3,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1417,P19-1,5,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1496,P19-1,8,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1560,P19-1,3,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,ucsb.edu,P19-1646,P19-1,6,ACL,2019,conference,"University of California, Santa Barbara"
64,william-yang-wang,columbia.edu,W11-2018,W11-20,2,WS,2011,workshop,Columbia University
64,william-yang-wang,cmu.edu,W12-1603,W12-16,5,WS,2012,workshop,Carnegie Mellon University
65,kathleen-mckeown,columbia.edu,C10-1129,C10-1,2,COLING,2010,conference,Columbia University
65,kathleen-mckeown,columbia.edu,C10-2109,C10-2,2,COLING,2010,conference,Columbia University
65,kathleen-mckeown,columbia.edu,C16-1207,C16-1,6,COLING,2016,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D15-1122,D15-1,2,EMNLP,2015,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D15-1230,D15-1,2,EMNLP,2015,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D15-1257,D15-1,2,EMNLP,2015,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D18-1005,D18-1,9,EMNLP,2018,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D18-1208,D18-1,3,EMNLP,2018,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D19-1291,D19-1,5,EMNLP,2019,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D19-1483,D19-1,5,EMNLP,2019,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D19-1579,D19-1,2,EMNLP,2019,conference,Columbia University
65,kathleen-mckeown,columbia.edu,D19-6213,D19-62,2,EMNLP,2019,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,E17-1094,E17-1,2,EACL,2017,conference,Columbia University
65,kathleen-mckeown,columbia.edu,E17-2008,E17-2,3,EACL,2017,conference,Columbia University
65,kathleen-mckeown,columbia.edu,I11-1032,I11-1,3,IJCNLP,2011,conference,Columbia University
65,kathleen-mckeown,columbia.edu,I13-1095,I13-1,2,IJCNLP,2013,conference,Columbia University
65,kathleen-mckeown,columbia.edu,I13-1159,I13-1,3,IJCNLP,2013,conference,Columbia University
65,kathleen-mckeown,columbia.edu,I13-1198,I13-1,2,IJCNLP,2013,conference,Columbia University
65,kathleen-mckeown,columbia.edu,I17-1031,I17-1,2,IJCNLP,2017,conference,Columbia University
65,kathleen-mckeown,columbia.edu,N10-1044,N10-1,4,NAACL,2010,conference,Columbia University
65,kathleen-mckeown,columbia.edu,N13-1045,N13-1,2,NAACL,2013,conference,Columbia University
65,kathleen-mckeown,columbia.edu,N19-1054,N19-1,3,NAACL,2019,conference,Columbia University
65,kathleen-mckeown,columbia.edu,N19-1174,N19-1,2,NAACL,2019,conference,Columbia University
65,kathleen-mckeown,columbia.edu,N19-1204,N19-1,3,NAACL,2019,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P10-1015,P10-1,3,ACL,2010,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P11-1077,P11-1,2,ACL,2011,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P11-2044,P11-2,2,ACL,2011,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P11-2118,P11-2,3,ACL,2011,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P13-2013,P13-2,2,ACL,2013,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P15-1155,P15-1,3,ACL,2015,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P16-1135,P16-1,2,ACL,2016,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P16-1180,P16-1,3,ACL,2016,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P16-2040,P16-2,4,ACL,2016,conference,Columbia University
65,kathleen-mckeown,columbia.edu,P19-1467,P19-1,2,ACL,2019,conference,Columbia University
65,kathleen-mckeown,columbia.edu,S13-2079,S13-2,2,SEMEVAL,2013,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,S14-2031,S14-2,3,SEMEVAL,2014,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W10-0702,W10-07,5,WS,2010,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W11-1606,W11-16,2,WS,2011,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W12-2105,W12-21,5,WS,2012,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W13-3413,W13-34,4,WS,2013,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W13-3508,W13-35,2,CoNLL,2013,conference,Columbia University
65,kathleen-mckeown,columbia.edu,W15-3210,W15-32,3,WS,2015,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W15-4612,W15-46,2,WS,2015,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W15-4625,W15-46,2,WS,2015,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W16-5604,W16-56,2,WS,2016,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W17-5102,W17-51,5,WS,2017,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W18-5104,W18-51,4,WS,2018,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W19-3002,W19-30,5,WS,2019,workshop,Columbia University
65,kathleen-mckeown,columbia.edu,W19-8672,W19-86,2,WS,2019,workshop,Columbia University
66,mengqiu-wang,stanford.edu,C10-1131,C10-1,2,COLING,2010,conference,Stanford University
66,mengqiu-wang,stanford.edu,D12-1090,D12-1,2,EMNLP,2012,conference,Stanford University
66,mengqiu-wang,stanford.edu,D13-1117,D13-1,5,EMNLP,2013,conference,Stanford University
66,mengqiu-wang,stanford.edu,I13-1060,I13-1,2,IJCNLP,2013,conference,Stanford University
66,mengqiu-wang,stanford.edu,I13-1183,I13-1,2,IJCNLP,2013,conference,Stanford University
66,mengqiu-wang,stanford.edu,N13-1006,N13-1,4,NAACL,2013,conference,Stanford University
66,mengqiu-wang,stanford.edu,P13-1106,P13-1,3,ACL,2013,conference,Stanford University
66,mengqiu-wang,stanford.edu,P14-2032,P14-2,3,ACL,2014,conference,Stanford University
66,mengqiu-wang,stanford.edu,Q14-1005,Q14-1,2,TACL,2014,journal,Stanford University
66,mengqiu-wang,stanford.edu,S12-1096,S12-1,2,SEMEVAL,2012,workshop,Stanford University
66,mengqiu-wang,stanford.edu,W12-3107,W12-31,2,WS,2012,workshop,Stanford University
67,mei-yang,washington.edu,C10-1138,C10-1,2,COLING,2010,conference,University of Washington
68,katrin-kirchhoff,washington.edu,C10-1138,C10-1,2,COLING,2010,conference,University of Washington
68,katrin-kirchhoff,washington.edu,D14-1014,D14-1,2,EMNLP,2014,conference,University of Washington
68,katrin-kirchhoff,washington.edu,N13-1086,N13-1,4,NAACL,2013,conference,University of Washington
68,katrin-kirchhoff,washington.edu,N15-1102,N15-1,4,NAACL,2015,conference,University of Washington
68,katrin-kirchhoff,washington.edu,W10-4357,W10-43,3,WS,2010,workshop,University of Washington
68,katrin-kirchhoff,washington.edu,W16-6107,W16-61,2,WS,2016,workshop,University of Washington
68,katrin-kirchhoff,washington.edu,W18-1806,W18-18,2,WS,2018,workshop,University of Washington
69,yao-yao,berkeley.edu,C10-1139,C10-1,2,COLING,2010,conference,"University of California, Berkeley"
70,feng-hsi-liu,arizona.edu,C10-1139,C10-1,2,COLING,2010,conference,University of Arizona
71,bing-liu,uic.edu,C10-1143,C10-1,4,COLING,2010,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,C10-2167,C10-2,4,COLING,2010,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,C12-1112,C12-1,2,COLING,2012,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,C12-2031,C12-2,5,COLING,2012,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,C14-1063,C14-1,3,COLING,2014,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,C18-1160,C18-1,3,COLING,2018,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D10-1021,D10-1,2,EMNLP,2010,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D10-1022,D10-1,3,EMNLP,2010,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D13-1113,D13-1,2,EMNLP,2013,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D13-1172,D13-1,6,EMNLP,2013,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D14-1120,D14-1,6,EMNLP,2014,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D15-1282,D15-1,2,EMNLP,2015,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D16-1022,D16-1,4,EMNLP,2016,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D17-1314,D17-1,3,EMNLP,2017,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D19-1130,D19-1,4,EMNLP,2019,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,D19-1655,D19-1,5,EMNLP,2019,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,I11-1131,I11-1,2,IJCNLP,2011,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,J11-1002,J11-1,4,CL,2011,journal,University of Illinois at Chicago
71,bing-liu,uic.edu,N13-1124,N13-1,5,NAACL,2013,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,N16-1061,N16-1,2,NAACL,2016,conference,University of Illinois at Chicago
71,bing-liu,cmu.edu,N18-1187,N18-1,5,NAACL,2018,conference,Carnegie Mellon University
71,bing-liu,cmu.edu,N18-3006,N18-3,4,NAACL,2018,conference,Carnegie Mellon University
71,bing-liu,cmu.edu,N18-4010,N18-4,2,NAACL,2018,workshop,Carnegie Mellon University
71,bing-liu,uic.edu,N19-1242,N19-1,4,NAACL,2019,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P10-2066,P10-2,4,ACL,2010,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P11-2101,P11-2,2,ACL,2011,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P12-1034,P12-1,2,ACL,2012,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P12-1036,P12-1,2,ACL,2012,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P13-1066,P13-1,2,ACL,2013,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P13-1165,P13-1,4,ACL,2013,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P13-2005,P13-2,6,ACL,2013,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P14-1033,P14-1,3,ACL,2014,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P14-2057,P14-2,4,ACL,2014,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P15-2123,P15-2,3,ACL,2015,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P17-2023,P17-2,3,ACL,2017,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P18-1088,P18-1,5,ACL,2018,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P18-2094,P18-2,4,ACL,2018,conference,University of Illinois at Chicago
71,bing-liu,uic.edu,P19-1056,P19-1,4,ACL,2019,conference,University of Illinois at Chicago
71,bing-liu,cmu.edu,W16-3603,W16-36,2,WS,2016,workshop,Carnegie Mellon University
71,bing-liu,cmu.edu,W18-5041,W18-50,2,WS,2018,workshop,Carnegie Mellon University
71,bing-liu,uic.edu,W19-5903,W19-59,4,WS,2019,workshop,University of Illinois at Chicago
71,bing-liu,uic.edu,W19-5922,W19-59,7,WS,2019,workshop,University of Illinois at Chicago
72,keke-chen,wright.edu,C10-2003,C10-2,5,COLING,2010,conference,Wright State University
73,eduardo-blanco,utdallas.edu,C10-2009,C10-2,3,COLING,2010,conference,University of Texas Dallas
73,eduardo-blanco,utdallas.edu,D10-1031,D10-1,2,EMNLP,2010,conference,University of Texas Dallas
73,eduardo-blanco,unt.edu,D16-1118,D16-1,2,EMNLP,2016,conference,University of North Texas
73,eduardo-blanco,unt.edu,D16-1119,D16-1,2,EMNLP,2016,conference,University of North Texas
73,eduardo-blanco,unt.edu,D17-1244,D17-1,2,EMNLP,2017,conference,University of North Texas
73,eduardo-blanco,unt.edu,D18-1251,D18-1,2,EMNLP,2018,conference,University of North Texas
73,eduardo-blanco,unt.edu,D18-1470,D18-1,2,EMNLP,2018,conference,University of North Texas
73,eduardo-blanco,unt.edu,D19-1061,D19-1,3,EMNLP,2019,conference,University of North Texas
73,eduardo-blanco,unt.edu,E17-1081,E17-1,2,EACL,2017,conference,University of North Texas
73,eduardo-blanco,unt.edu,N15-1048,N15-1,2,NAACL,2015,conference,University of North Texas
73,eduardo-blanco,unt.edu,N16-1169,N16-1,2,NAACL,2016,conference,University of North Texas
73,eduardo-blanco,unt.edu,N18-1046,N18-1,2,NAACL,2018,conference,University of North Texas
73,eduardo-blanco,unt.edu,N18-2026,N18-2,3,NAACL,2018,conference,University of North Texas
